Gender,Total Count,Sch_Div
Female,221,Pembroke Elementary Virginia Beach City Public Schools
Male,267,Pembroke Elementary Virginia Beach City Public Schools
Female,224,Pembroke Meadows Elementary Virginia Beach City Public Schools
Male,261,Pembroke Meadows Elementary Virginia Beach City Public Schools
Female,530,Plaza Middle Virginia Beach City Public Schools
Male,499,Plaza Middle Virginia Beach City Public Schools
Female,329,Point O' View Elementary Virginia Beach City Public Schools
Male,418,Point O' View Elementary Virginia Beach City Public Schools
Female,303,Princess Anne Elementary Virginia Beach City Public Schools
Male,337,Princess Anne Elementary Virginia Beach City Public Schools
Other,1,Princess Anne Elementary Virginia Beach City Public Schools
Female,883,Princess Anne High Virginia Beach City Public Schools
Male,822,Princess Anne High Virginia Beach City Public Schools
Other,4,Princess Anne High Virginia Beach City Public Schools
Female,647,Princess Anne Middle Virginia Beach City Public Schools
Male,691,Princess Anne Middle Virginia Beach City Public Schools
Other,2,Princess Anne Middle Virginia Beach City Public Schools
Female,246,Providence Elementary Virginia Beach City Public Schools
Male,288,Providence Elementary Virginia Beach City Public Schools
Female,286,Red Mill Elementary Virginia Beach City Public Schools
Male,303,Red Mill Elementary Virginia Beach City Public Schools
Female,201,Rosemont Elementary Virginia Beach City Public Schools
Male,229,Rosemont Elementary Virginia Beach City Public Schools
Female,242,Rosemont Forest Elementary Virginia Beach City Public Schools
Male,281,Rosemont Forest Elementary Virginia Beach City Public Schools
Female,271,Salem Elementary Virginia Beach City Public Schools
Male,264,Salem Elementary Virginia Beach City Public Schools
Female,899,Salem High Virginia Beach City Public Schools
Male,763,Salem High Virginia Beach City Public Schools
Other,2,Salem High Virginia Beach City Public Schools
Female,528,Salem Middle Virginia Beach City Public Schools
Male,584,Salem Middle Virginia Beach City Public Schools
Other,3,Salem Middle Virginia Beach City Public Schools
Female,175,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Male,193,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Other,1,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Female,188,Shelton Park Elementary Virginia Beach City Public Schools
Male,233,Shelton Park Elementary Virginia Beach City Public Schools
Female,283,Strawbridge Elementary Virginia Beach City Public Schools
Male,309,Strawbridge Elementary Virginia Beach City Public Schools
Female,289,Tallwood Elementary Virginia Beach City Public Schools
Male,275,Tallwood Elementary Virginia Beach City Public Schools
Female,948,Tallwood High Virginia Beach City Public Schools
Male,887,Tallwood High Virginia Beach City Public Schools
Other,1,Tallwood High Virginia Beach City Public Schools
Female,255,Thalia Elementary Virginia Beach City Public Schools
Male,288,Thalia Elementary Virginia Beach City Public Schools
Other,1,Thalia Elementary Virginia Beach City Public Schools
Female,341,Thoroughgood Elementary Virginia Beach City Public Schools
Male,384,Thoroughgood Elementary Virginia Beach City Public Schools
Other,2,Thoroughgood Elementary Virginia Beach City Public Schools
Female,340,Three Oaks Elementary Virginia Beach City Public Schools
Male,316,Three Oaks Elementary Virginia Beach City Public Schools
Female,249,Trantwood Elementary Virginia Beach City Public Schools
Male,262,Trantwood Elementary Virginia Beach City Public Schools
Female,336,Virginia Beach Middle Virginia Beach City Public Schools
Male,283,Virginia Beach Middle Virginia Beach City Public Schools
Female,245,W.T. Cooke Elementary Virginia Beach City Public Schools
Male,281,W.T. Cooke Elementary Virginia Beach City Public Schools
Other,1,W.T. Cooke Elementary Virginia Beach City Public Schools
Female,321,White Oaks Elementary Virginia Beach City Public Schools
Male,310,White Oaks Elementary Virginia Beach City Public Schools
Female,213,Williams Elementary Virginia Beach City Public Schools
Male,221,Williams Elementary Virginia Beach City Public Schools
Female,241,Windsor Oaks Elementary Virginia Beach City Public Schools
Male,261,Windsor Oaks Elementary Virginia Beach City Public Schools
Female,194,Windsor Woods Elementary Virginia Beach City Public Schools
Male,225,Windsor Woods Elementary Virginia Beach City Public Schools
Female,314,Woodstock Elementary Virginia Beach City Public Schools
Male,339,Woodstock Elementary Virginia Beach City Public Schools
Other,1,Woodstock Elementary Virginia Beach City Public Schools
Female,127,A.S. Rhodes Elementary Warren County Public Schools
Male,141,A.S. Rhodes Elementary Warren County Public Schools
Female,201,E. Wilson Morrison Elementary Warren County Public Schools
Male,277,E. Wilson Morrison Elementary Warren County Public Schools
Female,206,Hilda J. Barbour Elementary Warren County Public Schools
Male,230,Hilda J. Barbour Elementary Warren County Public Schools
Other,1,Hilda J. Barbour Elementary Warren County Public Schools
Female,255,Leslie Fox Keyser Elementary Warren County Public Schools
Male,268,Leslie Fox Keyser Elementary Warren County Public Schools
Female,265,Ressie Jeffries Elementary Warren County Public Schools
Male,327,Ressie Jeffries Elementary Warren County Public Schools
Female,434,Skyline High Warren County Public Schools
Male,444,Skyline High Warren County Public Schools
Other,3,Skyline High Warren County Public Schools
Female,273,Skyline Middle Warren County Public Schools
Male,311,Skyline Middle Warren County Public Schools
Female,377,Warren County High Warren County Public Schools
Male,473,Warren County High Warren County Public Schools
Other,1,Warren County High Warren County Public Schools
Female,276,Warren County Middle Warren County Public Schools
Male,282,Warren County Middle Warren County Public Schools
Female,205,Abingdon Elementary Washington County Public Schools
Male,236,Abingdon Elementary Washington County Public Schools
Female,441,Abingdon High Washington County Public Schools
Male,420,Abingdon High Washington County Public Schools
Female,80,Damascus Middle Washington County Public Schools
Male,85,Damascus Middle Washington County Public Schools
Female,316,E.B. Stanley Middle Washington County Public Schools
Male,340,E.B. Stanley Middle Washington County Public Schools
Female,134,Glade Spring Middle Washington County Public Schools
Male,142,Glade Spring Middle Washington County Public Schools
Female,125,Greendale Elementary Washington County Public Schools
Male,150,Greendale Elementary Washington County Public Schools
Female,265,High Point Elementary Washington County Public Schools
Male,278,High Point Elementary Washington County Public Schools
Female,137,Holston High Washington County Public Schools
Male,135,Holston High Washington County Public Schools
Female,336,John S. Battle High Washington County Public Schools
Male,316,John S. Battle High Washington County Public Schools
Female,222,Meadowview Elementary Washington County Public Schools
Male,284,Meadowview Elementary Washington County Public Schools
Female,203,Patrick Henry High Washington County Public Schools
Male,196,Patrick Henry High Washington County Public Schools
Female,192,Rhea Valley Elementary Washington County Public Schools
Male,205,Rhea Valley Elementary Washington County Public Schools
Female,123,Valley Institute Elementary Washington County Public Schools
Male,152,Valley Institute Elementary Washington County Public Schools
Female,228,Wallace Middle Washington County Public Schools
Male,227,Wallace Middle Washington County Public Schools
Female,269,Watauga Elementary Washington County Public Schools
Male,293,Watauga Elementary Washington County Public Schools
Female,128,Berkeley Glenn Elementary Waynesboro City Public Schools
Male,116,Berkeley Glenn Elementary Waynesboro City Public Schools
Female,322,Kate Collins Middle Waynesboro City Public Schools
Male,372,Kate Collins Middle Waynesboro City Public Schools
Female,63,Wayne Hills Center Waynesboro City Public Schools
Male,82,Wayne Hills Center Waynesboro City Public Schools
Female,419,Waynesboro High Waynesboro City Public Schools
Male,476,Waynesboro High Waynesboro City Public Schools
Female,120,Wenonah Elementary Waynesboro City Public Schools
Male,114,Wenonah Elementary Waynesboro City Public Schools
Female,185,Westwood Hills Elementary Waynesboro City Public Schools
Male,196,Westwood Hills Elementary Waynesboro City Public Schools
Female,200,William Perry Elementary Waynesboro City Public Schools
Male,229,William Perry Elementary Waynesboro City Public Schools
Female,190,West Point Elementary West Point Public Schools
Male,171,West Point Elementary West Point Public Schools
Female,223,West Point Middle/High West Point Public Schools
Male,229,West Point Middle/High West Point Public Schools
Female,154,Cople Elementary Westmoreland County Public Schools
Male,184,Cople Elementary Westmoreland County Public Schools
Female,155,Montross Middle Westmoreland County Public Schools
Male,178,Montross Middle Westmoreland County Public Schools
Female,226,Washington & Lee High Westmoreland County Public Schools
Male,259,Washington & Lee High Westmoreland County Public Schools
Female,180,Washington District Elementary Westmoreland County Public Schools
Male,195,Washington District Elementary Westmoreland County Public Schools
Female,316,Berkeley Middle Williamsburg-James City County Public Schools
Male,314,Berkeley Middle Williamsburg-James City County Public Schools
Other,1,Berkeley Middle Williamsburg-James City County Public Schools
Female,251,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
Male,278,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
Female,259,D.J. Montague Elementary Williamsburg-James City County Public Schools
Male,272,D.J. Montague Elementary Williamsburg-James City County Public Schools
Other,1,D.J. Montague Elementary Williamsburg-James City County Public Schools
Female,261,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
Male,275,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
Female,254,James Blair Middle Williamsburg-James City County Public Schools
Male,291,James Blair Middle Williamsburg-James City County Public Schools
Female,208,James River Elementary Williamsburg-James City County Public Schools
Male,212,James River Elementary Williamsburg-James City County Public Schools
Female,602,Jamestown High Williamsburg-James City County Public Schools
Male,634,Jamestown High Williamsburg-James City County Public Schools
Other,1,Jamestown High Williamsburg-James City County Public Schools
