Sch_Div,Disadvantaged,Total Count
North River Elementary Augusta County Public Schools,Y,119
North Springfield Elementary Fairfax County Public Schools,N,269
North Springfield Elementary Fairfax County Public Schools,Y,187
North Stafford High Stafford County Public Schools,N,"1,243"
North Stafford High Stafford County Public Schools,Y,622
North Star Early Childhood Education Center Stafford County Public Schools,N,110
North Star Early Childhood Education Center Stafford County Public Schools,Y,141
Northampton High Northampton County Public Schools,N,85
Northampton High Northampton County Public Schools,Y,341
Northampton Middle Northampton County Public Schools,N,29
Northampton Middle Northampton County Public Schools,Y,165
Northern Shores Elementary Suffolk City Public Schools,N,634
Northern Shores Elementary Suffolk City Public Schools,Y,142
Northside High Roanoke County Public Schools,N,566
Northside High Roanoke County Public Schools,Y,347
Northside Middle Norfolk City Public Schools,N,301
Northside Middle Norfolk City Public Schools,Y,486
Northside Middle Roanoke County Public Schools,N,367
Northside Middle Roanoke County Public Schools,Y,290
Northumberland Elementary Northumberland County Public Schools,N,224
Northumberland Elementary Northumberland County Public Schools,Y,318
Northumberland High Northumberland County Public Schools,N,192
Northumberland High Northumberland County Public Schools,Y,169
Northumberland Middle Northumberland County Public Schools,N,123
Northumberland Middle Northumberland County Public Schools,Y,155
Northwood High Smyth County Public Schools,N,113
Northwood High Smyth County Public Schools,Y,129
Northwood Middle Smyth County Public Schools,N,77
Northwood Middle Smyth County Public Schools,Y,87
Norton Elementary Norton City Public Schools,N,293
Norton Elementary Norton City Public Schools,Y,212
Norview Elementary Norfolk City Public Schools,N,135
Norview Elementary Norfolk City Public Schools,Y,265
Norview High Norfolk City Public Schools,N,838
Norview High Norfolk City Public Schools,Y,"1,051"
Norview Middle Norfolk City Public Schools,N,387
Norview Middle Norfolk City Public Schools,Y,893
Nottingham Elementary Arlington County Public Schools,N,390
Nottingham Elementary Arlington County Public Schools,Y,16
Nottoway Elementary Southampton County Public Schools,N,169
Nottoway Elementary Southampton County Public Schools,Y,71
Nottoway High Nottoway County Public Schools,N,242
Nottoway High Nottoway County Public Schools,Y,322
Nottoway Intermediate Nottoway County Public Schools,N,81
Nottoway Intermediate Nottoway County Public Schools,Y,156
Nottoway Middle Nottoway County Public Schools,N,97
Nottoway Middle Nottoway County Public Schools,Y,179
Nuckols Farm Elementary Henrico County Public Schools,N,508
Nuckols Farm Elementary Henrico County Public Schools,Y,61
O. Trent Bonner Middle Danville City Public Schools,N,636
O. Trent Bonner Middle Danville City Public Schools,Y,90
O.B. Gates Elementary Chesterfield County Public Schools,N,361
O.B. Gates Elementary Chesterfield County Public Schools,Y,194
Oak Grove Elementary Roanoke County Public Schools,N,289
Oak Grove Elementary Roanoke County Public Schools,Y,117
Oak Grove/Bellemeade Elementary Richmond City Public Schools,N,146
Oak Grove/Bellemeade Elementary Richmond City Public Schools,Y,400
Oak Hill Elementary Fairfax County Public Schools,N,639
Oak Hill Elementary Fairfax County Public Schools,Y,44
Oak Knoll Middle Hanover County Public Schools,N,718
Oak Knoll Middle Hanover County Public Schools,Y,170
Oak Point Elementary Smyth County Public Schools,N,130
Oak Point Elementary Smyth County Public Schools,Y,231
Oak Street Elementary Falls Church City Public Schools,N,479
Oak Street Elementary Falls Church City Public Schools,Y,39
Oak View Elementary Fairfax County Public Schools,N,719
Oak View Elementary Fairfax County Public Schools,Y,61
Oakland Elementary Carroll County Public Schools,N,67
Oakland Elementary Carroll County Public Schools,Y,130
Oakland Elementary Suffolk City Public Schools,N,315
Oakland Elementary Suffolk City Public Schools,Y,143
Oakridge Elementary Arlington County Public Schools,N,459
Oakridge Elementary Arlington County Public Schools,Y,161
Oakton Elementary Fairfax County Public Schools,N,677
Oakton Elementary Fairfax County Public Schools,Y,72
Oakton High Fairfax County Public Schools,N,"2,286"
Oakton High Fairfax County Public Schools,Y,352
Occohannock Elementary Northampton County Public Schools,N,64
Occohannock Elementary Northampton County Public Schools,Y,310
Occoquan Elementary Prince William County Public Schools,N,236
Occoquan Elementary Prince William County Public Schools,Y,385
Ocean Lakes Elementary Virginia Beach City Public Schools,N,382
Ocean Lakes Elementary Virginia Beach City Public Schools,Y,199
Ocean Lakes High Virginia Beach City Public Schools,N,"1,342"
Ocean Lakes High Virginia Beach City Public Schools,Y,637
Ocean View Elementary Norfolk City Public Schools,N,235
Ocean View Elementary Norfolk City Public Schools,Y,257
Oceanair Elementary Norfolk City Public Schools,N,132
Oceanair Elementary Norfolk City Public Schools,Y,310
Old Bridge Elementary Prince William County Public Schools,N,349
Old Bridge Elementary Prince William County Public Schools,Y,130
Old Donation School Virginia Beach City Public Schools,N,"1,118"
Old Donation School Virginia Beach City Public Schools,Y,188
Old Hundred Elementary Chesterfield County Public Schools,N,812
Old Hundred Elementary Chesterfield County Public Schools,Y,94
Olde Creek Elementary Fairfax County Public Schools,N,277
Olde Creek Elementary Fairfax County Public Schools,Y,62
Olive Branch Preschool Center Portsmouth City Public Schools,N,211
Olive Branch Preschool Center Portsmouth City Public Schools,Y,
Oliver C. Greenwood Elementary Newport News City Public Schools,N,210
Oliver C. Greenwood Elementary Newport News City Public Schools,Y,349
Open High Richmond City Public Schools,N,134
Open High Richmond City Public Schools,Y,54
Orange County High Orange County Public Schools,N,855
Orange County High Orange County Public Schools,Y,667
Orange Elementary Orange County Public Schools,N,318
Orange Elementary Orange County Public Schools,Y,327
Orange Hunt Elementary Fairfax County Public Schools,N,872
Orange Hunt Elementary Fairfax County Public Schools,Y,60
Orchard View Elementary Frederick County Public Schools,N,300
Orchard View Elementary Frederick County Public Schools,Y,169
Osbourn High Manassas City Public Schools,N,"1,449"
Osbourn High Manassas City Public Schools,Y,819
Osbourn Park High Prince William County Public Schools,N,"1,568"
Osbourn Park High Prince William County Public Schools,Y,"1,189"
Oscar F. Smith High Chesapeake City Public Schools,N,815
Oscar F. Smith High Chesapeake City Public Schools,Y,"1,453"
Oscar Smith Middle Chesapeake City Public Schools,N,252
Oscar Smith Middle Chesapeake City Public Schools,Y,776
Otter River Elementary Bedford County Public Schools,N,124
Otter River Elementary Bedford County Public Schools,Y,66
Ottobine Elementary Rockingham County Public Schools,N,84
Ottobine Elementary Rockingham County Public Schools,Y,96
Overby-Sheppard Elementary Richmond City Public Schools,N,74
Overby-Sheppard Elementary Richmond City Public Schools,Y,191
P.B. Smith Elementary Fauquier County Public Schools,N,379
P.B. Smith Elementary Fauquier County Public Schools,Y,45
P.B. Young Sr. Elementary Norfolk City Public Schools,N,25
P.B. Young Sr. Elementary Norfolk City Public Schools,Y,267
Page County High Page County Public Schools,N,313
Page County High Page County Public Schools,Y,239
Page County Middle Page County Public Schools,N,202
Page County Middle Page County Public Schools,Y,174
Page Middle Gloucester County Public Schools,N,287
Page Middle Gloucester County Public Schools,Y,316
Park Avenue Elementary Danville City Public Schools,N,369
Park Avenue Elementary Danville City Public Schools,Y,25
Park Ridge Elementary Stafford County Public Schools,N,771
Park Ridge Elementary Stafford County Public Schools,Y,204
Park View Elementary Portsmouth City Public Schools,N,205
Park View Elementary Portsmouth City Public Schools,Y,313
Park View High Loudoun County Public Schools,N,337
Park View High Loudoun County Public Schools,Y,"1,072"
Park View High Mecklenburg County Public Schools,N,667
Park View High Mecklenburg County Public Schools,Y,175
Park View Middle Mecklenburg County Public Schools,N,349
Park View Middle Mecklenburg County Public Schools,Y,155
Parklawn Elementary Fairfax County Public Schools,N,265
Parklawn Elementary Fairfax County Public Schools,Y,549
Parkside Elementary Spotsylvania County Public Schools,N,562
Parkside Elementary Spotsylvania County Public Schools,Y,387
Parkside Middle Prince William County Public Schools,N,625
Parkside Middle Prince William County Public Schools,Y,834
Parkway Elementary Virginia Beach City Public Schools,N,132
Parkway Elementary Virginia Beach City Public Schools,Y,333
Parry McCluer High Buena Vista City Public Schools,N,192
Parry McCluer High Buena Vista City Public Schools,Y,153
Parry McCluer Middle Buena Vista City Public Schools,N,62
Parry McCluer Middle Buena Vista City Public Schools,Y,62
Patrick Copeland Elementary Hopewell City Public Schools,N,205
Patrick Copeland Elementary Hopewell City Public Schools,Y,397
Patrick County High Patrick County Public Schools,N,456
Patrick County High Patrick County Public Schools,Y,411
Patrick Henry Elementary Martinsville City Public Schools,N,98
Patrick Henry Elementary Martinsville City Public Schools,Y,261
Patrick Henry High Hanover County Public Schools,N,879
Patrick Henry High Hanover County Public Schools,Y,471
Patrick Henry High Roanoke City Public Schools,N,973
Patrick Henry High Roanoke City Public Schools,Y,"1,066"
Patrick Henry High Washington County Public Schools,N,207
Patrick Henry High Washington County Public Schools,Y,192
Patrick Henry K-8 School Alexandria City Public Schools,N,255
Patrick Henry K-8 School Alexandria City Public Schools,Y,641
Patrick Henry School Of Science And Arts Richmond City Public Schools,N,201
Patrick Henry School Of Science And Arts Richmond City Public Schools,Y,115
Patrick Springs Primary Patrick County Public Schools,N,114
Patrick Springs Primary Patrick County Public Schools,Y,140
Patriot High Prince William County Public Schools,N,"1,931"
Patriot High Prince William County Public Schools,Y,414
Paul Burbank Elementary Hampton City Public Schools,N,209
Paul Burbank Elementary Hampton City Public Schools,Y,189
Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools,N,198
Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools,Y,356
Paul Munro Elementary Lynchburg City Public Schools,N,199
Paul Munro Elementary Lynchburg City Public Schools,Y,156
Peak View Elementary Rockingham County Public Schools,N,315
Peak View Elementary Rockingham County Public Schools,Y,151
Pearl Sample Elementary Culpeper County Public Schools,N,268
Pearl Sample Elementary Culpeper County Public Schools,Y,331
Pearson's Corner Elementary Hanover County Public Schools,N,534
Pearson's Corner Elementary Hanover County Public Schools,Y,48
Peasley Middle Gloucester County Public Schools,N,355
Peasley Middle Gloucester County Public Schools,Y,272
Pemberton Elementary Henrico County Public Schools,N,259
Pemberton Elementary Henrico County Public Schools,Y,88
Pembroke Elementary Virginia Beach City Public Schools,N,202
Pembroke Elementary Virginia Beach City Public Schools,Y,286
Pembroke Meadows Elementary Virginia Beach City Public Schools,N,249
Pembroke Meadows Elementary Virginia Beach City Public Schools,Y,236
Penn Forest Elementary Roanoke County Public Schools,N,341
Penn Forest Elementary Roanoke County Public Schools,Y,95
Pennington Middle Lee County Public Schools,N,69
Pennington Middle Lee County Public Schools,Y,234
Pennington Traditional Prince William County Public Schools,N,487
Pennington Traditional Prince William County Public Schools,Y,162
Perrymont Elementary Lynchburg City Public Schools,N,97
Perrymont Elementary Lynchburg City Public Schools,Y,274
Peter Muhlenberg Middle Shenandoah County Public Schools,N,239
Peter Muhlenberg Middle Shenandoah County Public Schools,Y,275
