Disabled,Total Count,Sch_Div
N,90,Willoughby Early Childhood Center Norfolk City Public Schools
Y,33,Willoughby Early Childhood Center Norfolk City Public Schools
N,308,Kiptopeke Elementary Northampton County Public Schools
Y,48,Kiptopeke Elementary Northampton County Public Schools
N,347,Northampton High Northampton County Public Schools
Y,79,Northampton High Northampton County Public Schools
N,163,Northampton Middle Northampton County Public Schools
Y,31,Northampton Middle Northampton County Public Schools
N,319,Occohannock Elementary Northampton County Public Schools
Y,55,Occohannock Elementary Northampton County Public Schools
N,475,Northumberland Elementary Northumberland County Public Schools
Y,67,Northumberland Elementary Northumberland County Public Schools
N,303,Northumberland High Northumberland County Public Schools
Y,58,Northumberland High Northumberland County Public Schools
N,240,Northumberland Middle Northumberland County Public Schools
Y,38,Northumberland Middle Northumberland County Public Schools
N,272,J.I. Burton High Norton City Public Schools
Y,51,J.I. Burton High Norton City Public Schools
N,439,Norton Elementary Norton City Public Schools
Y,66,Norton Elementary Norton City Public Schools
N,340,Blackstone Primary Nottoway County Public Schools
Y,49,Blackstone Primary Nottoway County Public Schools
N,321,Crewe Primary Nottoway County Public Schools
Y,37,Crewe Primary Nottoway County Public Schools
N,488,Nottoway High Nottoway County Public Schools
Y,76,Nottoway High Nottoway County Public Schools
N,210,Nottoway Intermediate Nottoway County Public Schools
Y,27,Nottoway Intermediate Nottoway County Public Schools
N,245,Nottoway Middle Nottoway County Public Schools
Y,31,Nottoway Middle Nottoway County Public Schools
N,275,Gordon-Barbour Elementary Orange County Public Schools
Y,39,Gordon-Barbour Elementary Orange County Public Schools
N,224,Lightfoot Elementary Orange County Public Schools
Y,29,Lightfoot Elementary Orange County Public Schools
N,432,Locust Grove Elementary Orange County Public Schools
Y,64,Locust Grove Elementary Orange County Public Schools
N,579,Locust Grove Middle Orange County Public Schools
Y,92,Locust Grove Middle Orange County Public Schools
N,366,Locust Grove Primary Orange County Public Schools
Y,56,Locust Grove Primary Orange County Public Schools
N,"1,309",Orange County High Orange County Public Schools
Y,213,Orange County High Orange County Public Schools
N,573,Orange Elementary Orange County Public Schools
Y,72,Orange Elementary Orange County Public Schools
N,406,Prospect Heights Middle Orange County Public Schools
Y,70,Prospect Heights Middle Orange County Public Schools
N,216,Unionville Elementary Orange County Public Schools
Y,13,Unionville Elementary Orange County Public Schools
N,386,Luray Elementary Page County Public Schools
Y,78,Luray Elementary Page County Public Schools
N,423,Luray High Page County Public Schools
Y,80,Luray High Page County Public Schools
N,276,Luray Middle Page County Public Schools
Y,69,Luray Middle Page County Public Schools
N,508,Page County High Page County Public Schools
Y,44,Page County High Page County Public Schools
N,333,Page County Middle Page County Public Schools
Y,43,Page County Middle Page County Public Schools
N,269,Shenandoah Elementary Page County Public Schools
Y,38,Shenandoah Elementary Page County Public Schools
N,195,Springfield Elementary Page County Public Schools
Y,24,Springfield Elementary Page County Public Schools
N,335,Stanley Elementary Page County Public Schools
Y,35,Stanley Elementary Page County Public Schools
N,216,Blue Ridge Elementary Patrick County Public Schools
Y,39,Blue Ridge Elementary Patrick County Public Schools
N,174,Hardin Reynolds Memorial School Patrick County Public Schools
Y,43,Hardin Reynolds Memorial School Patrick County Public Schools
N,388,Meadows of Dan Elementary Patrick County Public Schools
Y,36,Meadows of Dan Elementary Patrick County Public Schools
N,744,Patrick County High Patrick County Public Schools
Y,123,Patrick County High Patrick County Public Schools
N,186,Patrick Springs Primary Patrick County Public Schools
Y,68,Patrick Springs Primary Patrick County Public Schools
N,309,Stuart Elementary Patrick County Public Schools
Y,68,Stuart Elementary Patrick County Public Schools
N,104,Woolwine Elementary Patrick County Public Schools
Y,40,Woolwine Elementary Patrick County Public Schools
N,492,Cool Spring Elementary Petersburg City Public Schools
Y,29,Cool Spring Elementary Petersburg City Public Schools
N,314,Lakemont Elementary Petersburg City Public Schools
Y,28,Lakemont Elementary Petersburg City Public Schools
N,878,Petersburg High Petersburg City Public Schools
Y,149,Petersburg High Petersburg City Public Schools
N,477,Pleasants Lane Elementary Petersburg City Public Schools
Y,46,Pleasants Lane Elementary Petersburg City Public Schools
N,796,Vernon Johns Middle Petersburg City Public Schools
Y,121,Vernon Johns Middle Petersburg City Public Schools
N,481,Walnut Hill Elementary Petersburg City Public Schools
Y,44,Walnut Hill Elementary Petersburg City Public Schools
N,318,Westview Early Childhood Education Center Petersburg City Public Schools
Y,,Westview Early Childhood Education Center Petersburg City Public Schools
N,187,Brosville Elementary Pittsylvania County Public Schools
Y,23,Brosville Elementary Pittsylvania County Public Schools
N,201,Chatham Elementary Pittsylvania County Public Schools
Y,38,Chatham Elementary Pittsylvania County Public Schools
N,534,Chatham High Pittsylvania County Public Schools
Y,82,Chatham High Pittsylvania County Public Schools
N,399,Chatham Middle Pittsylvania County Public Schools
Y,63,Chatham Middle Pittsylvania County Public Schools
N,524,Dan River High Pittsylvania County Public Schools
Y,104,Dan River High Pittsylvania County Public Schools
N,398,Dan River Middle Pittsylvania County Public Schools
Y,46,Dan River Middle Pittsylvania County Public Schools
N,433,Gretna Elementary Pittsylvania County Public Schools
Y,31,Gretna Elementary Pittsylvania County Public Schools
N,485,Gretna High Pittsylvania County Public Schools
Y,69,Gretna High Pittsylvania County Public Schools
N,356,Gretna Middle Pittsylvania County Public Schools
Y,50,Gretna Middle Pittsylvania County Public Schools
N,209,John L. Hurt Elementary Pittsylvania County Public Schools
Y,24,John L. Hurt Elementary Pittsylvania County Public Schools
N,448,Kentuck Elementary Pittsylvania County Public Schools
Y,55,Kentuck Elementary Pittsylvania County Public Schools
N,121,Mount Airy Elementary Pittsylvania County Public Schools
Y,11,Mount Airy Elementary Pittsylvania County Public Schools
N,353,Southside Elementary Pittsylvania County Public Schools
Y,40,Southside Elementary Pittsylvania County Public Schools
N,370,Stony Mill Elementary Pittsylvania County Public Schools
Y,43,Stony Mill Elementary Pittsylvania County Public Schools
N,736,Tunstall High Pittsylvania County Public Schools
Y,99,Tunstall High Pittsylvania County Public Schools
N,512,Tunstall Middle Pittsylvania County Public Schools
Y,61,Tunstall Middle Pittsylvania County Public Schools
N,584,Twin Springs Elementary Pittsylvania County Public Schools
Y,58,Twin Springs Elementary Pittsylvania County Public Schools
N,155,Union Hall Elementary Pittsylvania County Public Schools
Y,13,Union Hall Elementary Pittsylvania County Public Schools
N,400,Poquoson Elementary Poquoson City Public Schools
Y,52,Poquoson Elementary Poquoson City Public Schools
N,624,Poquoson High Poquoson City Public Schools
Y,75,Poquoson High Poquoson City Public Schools
N,433,Poquoson Middle Poquoson City Public Schools
Y,39,Poquoson Middle Poquoson City Public Schools
N,396,Poquoson Primary Poquoson City Public Schools
Y,69,Poquoson Primary Poquoson City Public Schools
N,395,Brighton Elementary Portsmouth City Public Schools
Y,37,Brighton Elementary Portsmouth City Public Schools
N,557,Churchland Academy Elementary Portsmouth City Public Schools
Y,71,Churchland Academy Elementary Portsmouth City Public Schools
N,596,Churchland Elementary Portsmouth City Public Schools
Y,56,Churchland Elementary Portsmouth City Public Schools
N,"1,246",Churchland High Portsmouth City Public Schools
Y,173,Churchland High Portsmouth City Public Schools
N,752,Churchland Middle Portsmouth City Public Schools
Y,126,Churchland Middle Portsmouth City Public Schools
N,99,Churchland Preschool Center Portsmouth City Public Schools
Y,24,Churchland Preschool Center Portsmouth City Public Schools
N,553,Churchland Primary & Intermediate Portsmouth City Public Schools
Y,46,Churchland Primary & Intermediate Portsmouth City Public Schools
N,595,Cradock Elementary Portsmouth City Public Schools
Y,70,Cradock Elementary Portsmouth City Public Schools
N,447,Cradock Middle Portsmouth City Public Schools
Y,77,Cradock Middle Portsmouth City Public Schools
N,533,Douglass Park Elementary Portsmouth City Public Schools
Y,43,Douglass Park Elementary Portsmouth City Public Schools
N,449,Hodges Manor Elementary Portsmouth City Public Schools
Y,33,Hodges Manor Elementary Portsmouth City Public Schools
N,916,I.C. Norcom High Portsmouth City Public Schools
Y,175,I.C. Norcom High Portsmouth City Public Schools
N,375,Lakeview Elementary Portsmouth City Public Schools
Y,62,Lakeview Elementary Portsmouth City Public Schools
N,"1,098",Manor High Portsmouth City Public Schools
Y,162,Manor High Portsmouth City Public Schools
N,196,Mount Hermon Preschool Center Portsmouth City Public Schools
Y,21,Mount Hermon Preschool Center Portsmouth City Public Schools
N,188,Olive Branch Preschool Center Portsmouth City Public Schools
Y,24,Olive Branch Preschool Center Portsmouth City Public Schools
N,455,Park View Elementary Portsmouth City Public Schools
Y,63,Park View Elementary Portsmouth City Public Schools
N,511,Simonsdale Elementary Portsmouth City Public Schools
Y,75,Simonsdale Elementary Portsmouth City Public Schools
N,514,Victory Elementary Portsmouth City Public Schools
Y,45,Victory Elementary Portsmouth City Public Schools
N,574,Waterview Elementary Portsmouth City Public Schools
Y,44,Waterview Elementary Portsmouth City Public Schools
N,402,Westhaven Elementary Portsmouth City Public Schools
Y,69,Westhaven Elementary Portsmouth City Public Schools
N,478,William E. Waters Middle Portsmouth City Public Schools
Y,92,William E. Waters Middle Portsmouth City Public Schools
N,567,Flat Rock Elementary Powhatan County Public Schools
Y,96,Flat Rock Elementary Powhatan County Public Schools
N,668,Pocahontas Elementary Powhatan County Public Schools
Y,94,Pocahontas Elementary Powhatan County Public Schools
N,394,Powhatan Elementary Powhatan County Public Schools
Y,45,Powhatan Elementary Powhatan County Public Schools
N,"1,257",Powhatan High Powhatan County Public Schools
Y,196,Powhatan High Powhatan County Public Schools
N,868,Powhatan Middle Powhatan County Public Schools
Y,120,Powhatan Middle Powhatan County Public Schools
N,493,Prince Edward County High Prince Edward County Public Schools
Y,87,Prince Edward County High Prince Edward County Public Schools
N,679,Prince Edward Elementary Prince Edward County Public Schools
Y,98,Prince Edward Elementary Prince Edward County Public Schools
N,489,Prince Edward Middle Prince Edward County Public Schools
Y,71,Prince Edward Middle Prince Edward County Public Schools
N,451,David A. Harrison Elementary Prince George County Public Schools
Y,76,David A. Harrison Elementary Prince George County Public Schools
N,"1,212",J.E.J. Moore Middle Prince George County Public Schools
Y,203,J.E.J. Moore Middle Prince George County Public Schools
N,557,L.L. Beazley Elementary Prince George County Public Schools
Y,59,L.L. Beazley Elementary Prince George County Public Schools
N,647,North Elementary Prince George County Public Schools
Y,103,North Elementary Prince George County Public Schools
N,"1,545",Prince George High Prince George County Public Schools
Y,241,Prince George High Prince George County Public Schools
N,423,South Elementary Prince George County Public Schools
Y,67,South Elementary Prince George County Public Schools
N,485,William A. Walton Elementary Prince George County Public Schools
Y,72,William A. Walton Elementary Prince George County Public Schools
N,693,A. Henderson Elementary Prince William County Public Schools
Y,95,A. Henderson Elementary Prince William County Public Schools
N,670,Antietam Elementary Prince William County Public Schools
Y,98,Antietam Elementary Prince William County Public Schools
N,682,Ashland Elementary Prince William County Public Schools
Y,102,Ashland Elementary Prince William County Public Schools
N,"2,244",Battlefield High Prince William County Public Schools
Y,317,Battlefield High Prince William County Public Schools
N,333,Bel Air Elementary Prince William County Public Schools
Y,62,Bel Air Elementary Prince William County Public Schools
N,441,Belmont Elementary Prince William County Public Schools
